,feed.author.name.label,feed.author.uri.label,feed.entry.author.uri.label,feed.entry.author.name.label,feed.entry.author.label,feed.entry.updated.label,feed.entry.im:rating.label,feed.entry.im:version.label,feed.entry.id.label,feed.entry.title.label,feed.entry.content.label,feed.entry.content.attributes.type,feed.entry.link.attributes.rel,feed.entry.link.attributes.href,feed.entry.im:voteSum.label,feed.entry.im:contentType.attributes.term,feed.entry.im:contentType.attributes.label,feed.entry.im:voteCount.label,feed.updated.label,feed.rights.label,feed.title.label,feed.icon.label,feed.link.attributes.rel,feed.link.attributes.type,feed.link.attributes.href,feed.id.label
0,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id524040326,maxrgwhite,,2023-03-30T14:55:37-07:00,5,2.0.47,9769263685,Brilliant app!,"This app freely offers what multiple paid apps don’t. It offers you quick access to your basic guide or self-administered (through a beginning and ending bell) meditation of selected length, as well as playlists and other resources for specific meditations (e.g. sleep or stress reduction). I love this app and have recommended it to many people. Thank you for helping me so profoundly!",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,alternate,text/html,https://music.apple.com/WebObjects/MZStore.woa/wa/viewGrouping?cc=gb&id=130,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
1,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id524040326,maxrgwhite,,2023-03-30T14:55:37-07:00,5,2.0.47,9769263685,Brilliant app!,"This app freely offers what multiple paid apps don’t. It offers you quick access to your basic guide or self-administered (through a beginning and ending bell) meditation of selected length, as well as playlists and other resources for specific meditations (e.g. sleep or stress reduction). I love this app and have recommended it to many people. Thank you for helping me so profoundly!",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,self,,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
2,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id524040326,maxrgwhite,,2023-03-30T14:55:37-07:00,5,2.0.47,9769263685,Brilliant app!,"This app freely offers what multiple paid apps don’t. It offers you quick access to your basic guide or self-administered (through a beginning and ending bell) meditation of selected length, as well as playlists and other resources for specific meditations (e.g. sleep or stress reduction). I love this app and have recommended it to many people. Thank you for helping me so profoundly!",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,first,,https://itunes.apple.com/gb/rss/customerreviews/page=1/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
3,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id524040326,maxrgwhite,,2023-03-30T14:55:37-07:00,5,2.0.47,9769263685,Brilliant app!,"This app freely offers what multiple paid apps don’t. It offers you quick access to your basic guide or self-administered (through a beginning and ending bell) meditation of selected length, as well as playlists and other resources for specific meditations (e.g. sleep or stress reduction). I love this app and have recommended it to many people. Thank you for helping me so profoundly!",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,last,,https://itunes.apple.com/gb/rss/customerreviews/page=3/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
4,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id524040326,maxrgwhite,,2023-03-30T14:55:37-07:00,5,2.0.47,9769263685,Brilliant app!,"This app freely offers what multiple paid apps don’t. It offers you quick access to your basic guide or self-administered (through a beginning and ending bell) meditation of selected length, as well as playlists and other resources for specific meditations (e.g. sleep or stress reduction). I love this app and have recommended it to many people. Thank you for helping me so profoundly!",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,previous,,https://itunes.apple.com/gb/rss/customerreviews/page=1/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
5,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id524040326,maxrgwhite,,2023-03-30T14:55:37-07:00,5,2.0.47,9769263685,Brilliant app!,"This app freely offers what multiple paid apps don’t. It offers you quick access to your basic guide or self-administered (through a beginning and ending bell) meditation of selected length, as well as playlists and other resources for specific meditations (e.g. sleep or stress reduction). I love this app and have recommended it to many people. Thank you for helping me so profoundly!",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,next,,https://itunes.apple.com/gb/rss/customerreviews/page=2/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
6,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id1130248109,Sonny Paterson,,2023-03-26T14:09:31-07:00,5,2.0.47,9755356506,Very good app,Great meditation app that really makes it easy to start. Would recommend.,text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,alternate,text/html,https://music.apple.com/WebObjects/MZStore.woa/wa/viewGrouping?cc=gb&id=130,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
7,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id1130248109,Sonny Paterson,,2023-03-26T14:09:31-07:00,5,2.0.47,9755356506,Very good app,Great meditation app that really makes it easy to start. Would recommend.,text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,self,,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
8,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id1130248109,Sonny Paterson,,2023-03-26T14:09:31-07:00,5,2.0.47,9755356506,Very good app,Great meditation app that really makes it easy to start. Would recommend.,text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,first,,https://itunes.apple.com/gb/rss/customerreviews/page=1/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
9,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id1130248109,Sonny Paterson,,2023-03-26T14:09:31-07:00,5,2.0.47,9755356506,Very good app,Great meditation app that really makes it easy to start. Would recommend.,text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,last,,https://itunes.apple.com/gb/rss/customerreviews/page=3/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
10,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id1130248109,Sonny Paterson,,2023-03-26T14:09:31-07:00,5,2.0.47,9755356506,Very good app,Great meditation app that really makes it easy to start. Would recommend.,text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,previous,,https://itunes.apple.com/gb/rss/customerreviews/page=1/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
11,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id1130248109,Sonny Paterson,,2023-03-26T14:09:31-07:00,5,2.0.47,9755356506,Very good app,Great meditation app that really makes it easy to start. Would recommend.,text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,next,,https://itunes.apple.com/gb/rss/customerreviews/page=2/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
12,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id138038901,Nanchang Man,,2023-03-22T16:18:12-07:00,5,2.0.47,9741433960,Truly amazing.,"This meditation app is nothing short of a positive and powerful life changer. It offers ways to help heal yourself in a world of stress and turmoil. It helps you to understand why you may feel anxiety/depression in your daily living and through meditation offers ways to address these and bring back hope and meaning to life. This isn’t just a small set of meditations to try but a whole range of ongoing teachings and challenges. The fact that the app is totally free is testament to the dedication, belief and hard work of a few volunteers in trying to bring a natural way of helping all of us to help ourselves develop happiness, compassion and purpose in everything we experience every day.",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,alternate,text/html,https://music.apple.com/WebObjects/MZStore.woa/wa/viewGrouping?cc=gb&id=130,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
13,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id138038901,Nanchang Man,,2023-03-22T16:18:12-07:00,5,2.0.47,9741433960,Truly amazing.,"This meditation app is nothing short of a positive and powerful life changer. It offers ways to help heal yourself in a world of stress and turmoil. It helps you to understand why you may feel anxiety/depression in your daily living and through meditation offers ways to address these and bring back hope and meaning to life. This isn’t just a small set of meditations to try but a whole range of ongoing teachings and challenges. The fact that the app is totally free is testament to the dedication, belief and hard work of a few volunteers in trying to bring a natural way of helping all of us to help ourselves develop happiness, compassion and purpose in everything we experience every day.",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,self,,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
14,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id138038901,Nanchang Man,,2023-03-22T16:18:12-07:00,5,2.0.47,9741433960,Truly amazing.,"This meditation app is nothing short of a positive and powerful life changer. It offers ways to help heal yourself in a world of stress and turmoil. It helps you to understand why you may feel anxiety/depression in your daily living and through meditation offers ways to address these and bring back hope and meaning to life. This isn’t just a small set of meditations to try but a whole range of ongoing teachings and challenges. The fact that the app is totally free is testament to the dedication, belief and hard work of a few volunteers in trying to bring a natural way of helping all of us to help ourselves develop happiness, compassion and purpose in everything we experience every day.",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,first,,https://itunes.apple.com/gb/rss/customerreviews/page=1/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
15,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id138038901,Nanchang Man,,2023-03-22T16:18:12-07:00,5,2.0.47,9741433960,Truly amazing.,"This meditation app is nothing short of a positive and powerful life changer. It offers ways to help heal yourself in a world of stress and turmoil. It helps you to understand why you may feel anxiety/depression in your daily living and through meditation offers ways to address these and bring back hope and meaning to life. This isn’t just a small set of meditations to try but a whole range of ongoing teachings and challenges. The fact that the app is totally free is testament to the dedication, belief and hard work of a few volunteers in trying to bring a natural way of helping all of us to help ourselves develop happiness, compassion and purpose in everything we experience every day.",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,last,,https://itunes.apple.com/gb/rss/customerreviews/page=3/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
16,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id138038901,Nanchang Man,,2023-03-22T16:18:12-07:00,5,2.0.47,9741433960,Truly amazing.,"This meditation app is nothing short of a positive and powerful life changer. It offers ways to help heal yourself in a world of stress and turmoil. It helps you to understand why you may feel anxiety/depression in your daily living and through meditation offers ways to address these and bring back hope and meaning to life. This isn’t just a small set of meditations to try but a whole range of ongoing teachings and challenges. The fact that the app is totally free is testament to the dedication, belief and hard work of a few volunteers in trying to bring a natural way of helping all of us to help ourselves develop happiness, compassion and purpose in everything we experience every day.",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,previous,,https://itunes.apple.com/gb/rss/customerreviews/page=1/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
17,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id138038901,Nanchang Man,,2023-03-22T16:18:12-07:00,5,2.0.47,9741433960,Truly amazing.,"This meditation app is nothing short of a positive and powerful life changer. It offers ways to help heal yourself in a world of stress and turmoil. It helps you to understand why you may feel anxiety/depression in your daily living and through meditation offers ways to address these and bring back hope and meaning to life. This isn’t just a small set of meditations to try but a whole range of ongoing teachings and challenges. The fact that the app is totally free is testament to the dedication, belief and hard work of a few volunteers in trying to bring a natural way of helping all of us to help ourselves develop happiness, compassion and purpose in everything we experience every day.",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,next,,https://itunes.apple.com/gb/rss/customerreviews/page=2/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
18,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id619303536,Tula Tina,,2023-03-15T01:37:12-07:00,3,2.0.47,9715099744,Love it and loath it.,"So much to like. Love the different choices and how you can build up your practice to suit you. Being able to choose a different person/ voice to listen too is great.
It’s not only simple to use but simple to understand so will suit everyone, so here comes the but …. It has become increasingly difficult to get onto. Loading is a big problem. I have tried many times over four days but only managed to get on twice. A meditation app really shouldn’t leave you frustrated.",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,alternate,text/html,https://music.apple.com/WebObjects/MZStore.woa/wa/viewGrouping?cc=gb&id=130,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
19,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id619303536,Tula Tina,,2023-03-15T01:37:12-07:00,3,2.0.47,9715099744,Love it and loath it.,"So much to like. Love the different choices and how you can build up your practice to suit you. Being able to choose a different person/ voice to listen too is great.
It’s not only simple to use but simple to understand so will suit everyone, so here comes the but …. It has become increasingly difficult to get onto. Loading is a big problem. I have tried many times over four days but only managed to get on twice. A meditation app really shouldn’t leave you frustrated.",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,self,,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
20,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id619303536,Tula Tina,,2023-03-15T01:37:12-07:00,3,2.0.47,9715099744,Love it and loath it.,"So much to like. Love the different choices and how you can build up your practice to suit you. Being able to choose a different person/ voice to listen too is great.
It’s not only simple to use but simple to understand so will suit everyone, so here comes the but …. It has become increasingly difficult to get onto. Loading is a big problem. I have tried many times over four days but only managed to get on twice. A meditation app really shouldn’t leave you frustrated.",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,first,,https://itunes.apple.com/gb/rss/customerreviews/page=1/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
21,iTunes Store,http://www.apple.com/uk/itunes/,https://itunes.apple.com/gb/reviews/id619303536,Tula Tina,,2023-03-15T01:37:12-07:00,3,2.0.47,9715099744,Love it and loath it.,"So much to like. Love the different choices and how you can build up your practice to suit you. Being able to choose a different person/ voice to listen too is great.
It’s not only simple to use but simple to understand so will suit everyone, so here comes the but …. It has become increasingly difficult to get onto. Loading is a big problem. I have tried many times over four days but only managed to get on twice. A meditation app really shouldn’t leave you frustrated.",text,related,https://itunes.apple.com/gb/review?id=1500780518&type=Purple%20Software,0,Application,Application,0,2023-04-18T17:08:11-07:00,Copyright 2008 Apple Inc.,iTunes Store: Customer Reviews,http://itunes.apple.com/favicon.ico,last,,https://itunes.apple.com/gb/rss/customerreviews/page=3/id=1500780518/sortby=mostrecent/xml?urlDesc=/customerreviews/id=1500780518/sortBy=mostRecent/json,https://mzstoreservices-int-st.itunes.apple.com/gb/rss/customerreviews/id=1500780518/sortBy=mostRecent/json
